redχsq,d1,d2,d3,d4,lam,pB,repL,impL,repH,impH,pB_g11,pB_g22,pL_g11,pL_g22,pH_g11,pH_g22
4.13,-0.2729692948488782,0.0236436928999856,-0.1999538587927766,-0.5921716175235334,781.5468857308265,NaN,1362.49,0.0,1447.82,-1.32,NaN,NaN,4.99,0.51,0.38,3.0
3.37,-0.0407503257376326,0.0242087241423209,-0.2379330006901727,-0.788528928392771,888.3470975454123,NaN,1377.38,-0.0,1458.39,-7.74,NaN,NaN,3.21,2.84,0.92,2.74
2.83,0.3043353114082036,0.0231171727111555,0.1655570149439777,-1.2102139126804,751.4443580233976,NaN,1379.41,0.0,1446.33,-8.74,NaN,NaN,3.7,1.16,1.05,3.22
3.43,-0.1492155952584121,0.0232555367226055,0.0036234666835994,-0.6861769250671707,650.0301336550009,NaN,1381.19,0.0,1445.08,-11.62,NaN,NaN,3.9,1.75,1.25,3.23
7.34,-0.1877786842256278,0.0245428871852454,-0.0932286131754023,-0.7426411805592236,846.0569922074798,NaN,1393.51,0.0,1431.85,-12.05,NaN,NaN,2.14,1.49,1.36,4.01
2.63,1.077933748664809,0.0228669717285878,0.587890244735097,-1.9560534069186164,681.7209936737784,NaN,1372.42,-0.0,1449.16,-9.77,NaN,NaN,4.95,1.53,1.11,3.06
2.49,0.5505164333620375,0.023295518418693,0.3737492695063918,-1.5363701496562654,711.8776943913103,NaN,1389.63,-0.0,1459.73,-20.85,NaN,NaN,2.84,1.82,1.76,3.35
3.1,-1.8126675146902156,0.0239117050050068,-0.8664438418776549,0.9579045610343024,680.4594101147472,NaN,1371.25,0.0,1446.45,-8.54,NaN,NaN,5.08,1.41,1.04,3.11
3.81,0.396905737100931,0.0237432919203184,0.3885589861475909,-1.3733138535441456,671.2420411339548,NaN,1397.59,-0.0,1463.88,-35.38,NaN,NaN,0.39,0.41,2.28,3.77
2.83,0.6977222948644332,0.0242502943480194,0.4251368933778235,-1.7013634347416424,767.5513159707564,NaN,1393.5,-0.0,1457.74,-23.55,NaN,NaN,2.2,1.61,1.87,3.61
5.01,-0.7322306428227736,0.0250331016277343,-0.452492081355317,-0.2038986296084681,855.2847710987223,NaN,1366.32,0.0,1457.46,-0.49,NaN,NaN,3.99,0.81,0.22,2.47
2.59,0.0365779556014144,0.0230337371747446,0.1783072445731442,-1.0086486438919382,654.5188725879028,NaN,1393.34,0.0,1462.87,-25.38,NaN,NaN,2.28,1.76,1.98,3.44
3.94,0.4480395794127637,0.0221972949224957,0.2563337040918929,-1.3773835429543122,783.8041186809419,NaN,1392.07,0.0,1441.51,-15.15,NaN,NaN,2.4,1.56,1.46,3.65
2.51,0.9842600670080648,0.0243042066473974,0.6006142118132516,-1.951463383816907,698.7505972464922,NaN,1391.17,-0.0,1456.52,-21.96,NaN,NaN,2.63,1.82,1.79,3.41
2.82,-1.3357812723150322,0.0226308563694325,-0.6033405461731294,0.408212447276517,727.0371306428816,NaN,1389.43,-0.0,1447.89,-16.51,NaN,NaN,2.82,1.71,1.51,3.41
2.64,0.5228006586723424,0.0236444516635695,0.4074930714579474,-1.465614411476133,658.5380911585171,NaN,1393.38,-0.0,1456.52,-23.85,NaN,NaN,2.28,1.76,1.86,3.4
2.46,-0.6559553104753286,0.0232624853660243,-0.1878941968759339,-0.2821757991503216,652.5895046708653,NaN,1391.0,-0.0,1456.61,-21.63,NaN,NaN,2.69,1.88,1.76,3.31
5.08,-0.1788265558896691,0.0241472941772597,-0.0101122525852394,-0.7699908251211964,767.7425935232401,NaN,1397.15,-0.0,1442.62,-26.01,NaN,NaN,1.11,1.13,1.92,3.85
5.87,-1.4789337071039623,0.0246578467010091,-0.7541823315407237,0.574673927120055,820.6010882424896,NaN,1387.08,0.0,1435.42,-7.24,NaN,NaN,2.83,1.05,1.01,3.7
2.74,0.1076247569575862,0.0245626428869457,0.024285447625411,-1.037812596869967,789.3293855232695,NaN,1366.5,-0.0,1453.07,-4.02,NaN,NaN,4.65,0.24,0.67,2.8
4.21,0.4608491461356654,0.0235385484357814,0.2893023093192967,-1.4575524960453907,820.2471948040541,NaN,1397.02,0.0,1449.09,-27.54,NaN,NaN,1.19,1.13,1.97,3.97
8.2,-0.9404852452452294,0.0223752650743961,-0.5829284915593848,-0.0230432006787035,948.601303495349,NaN,1379.93,0.0,1460.51,0.01,NaN,NaN,2.83,1.0,0.03,2.24
3.47,0.2217971024006962,0.0247494767683549,0.1064089562995454,-1.182592137797659,850.7673746712821,NaN,1389.56,0.0,1442.52,-11.02,NaN,NaN,2.59,1.22,1.21,3.63
2.47,-0.0841821255777299,0.0242871856146121,-0.0416120955215141,-0.8617049152356957,764.6424224436255,NaN,1368.19,0.0,1454.51,-6.73,NaN,NaN,4.82,0.79,0.88,2.79
2.25,-0.2617353802938609,0.024198824146714,-0.0420557323534822,-0.6573503222097878,660.6566859683345,NaN,1374.31,0.0,1454.55,-13.44,NaN,NaN,4.99,1.98,1.33,3.01
2.53,-0.7288465973269103,0.024141431536319,-0.3836621098874744,-0.2378906861719334,823.3517889230388,NaN,1376.82,0.0,1454.0,-6.14,NaN,NaN,3.61,0.63,0.83,2.87
2.54,-0.7428787538596865,0.0233943148517797,-0.3802174512555042,-0.2176179828876897,796.1492758011223,NaN,1374.03,0.0,1454.87,-6.65,NaN,NaN,3.98,0.74,0.87,2.81
2.57,-0.1503549919566907,0.0240629198588873,-0.0864904971824893,-0.7642578730256375,759.9121190505189,NaN,1367.01,-0.0,1451.15,-5.41,NaN,NaN,4.91,0.58,0.79,2.91
3.66,-0.0962389304346909,0.0247135480948101,0.0614017740806122,-0.9215730538045516,760.1867265594274,NaN,1397.06,0.0,1462.58,-33.44,NaN,NaN,1.17,1.1,2.29,4.02
3.19,1.158222185593214,0.0228240722727928,0.7172521975275201,-2.130438146991158,698.2945076200282,NaN,1396.47,-0.0,1458.49,-29.23,NaN,NaN,1.46,1.32,2.07,3.65
4.49,-0.3014552651256549,0.0241531799880831,-0.0933004188291383,-0.6088588842508306,746.9351183875043,NaN,1393.31,-0.0,1440.07,-17.33,NaN,NaN,2.25,1.69,1.59,3.68
2.41,-0.6302142553326481,0.0227825259621495,-0.3120135592970026,-0.3267640514171188,810.105423180444,NaN,1384.45,0.0,1449.34,-10.0,NaN,NaN,3.11,1.13,1.12,3.24
5.25,-0.4511497157026745,0.0252733169050233,-0.1417344837301246,-0.4240426500599604,705.066552823902,NaN,1394.31,-0.0,1438.52,-18.25,NaN,NaN,2.09,1.72,1.65,3.65
5.01,-0.0600775989687513,0.023394735837685,-0.0660628293545363,-0.92538057954621,953.7384542992454,NaN,1393.26,0.0,1438.08,-8.91,NaN,NaN,2.04,0.93,1.09,4.05
3.7,0.1816286301877996,0.0222156719809978,0.0413534349290194,-1.2042477329968233,985.6924122764098,NaN,1390.72,-0.0,1455.03,-5.89,NaN,NaN,2.25,0.46,0.81,3.06
3.09,-0.6824820629930775,0.0226375191748534,-0.3290994448981558,-0.2951808930926508,845.2238537064734,NaN,1392.21,0.0,1446.29,-15.04,NaN,NaN,2.31,1.38,1.42,3.63
2.43,-0.909470089604456,0.0230180397948379,-0.4196984377972787,-0.010417769729037,731.1564212818888,NaN,1379.61,0.0,1449.52,-10.89,NaN,NaN,3.82,1.41,1.18,3.15
3.27,0.1361207331474819,0.0256678607140208,0.1307015913761739,-0.9612018385094528,641.3362673161153,NaN,1365.78,0.0,1446.44,-8.86,NaN,NaN,6.98,1.87,1.06,3.08
4.81,-0.0736794424454143,0.024393909634018,0.0498894564054643,-0.8402722600382899,729.2389001814191,NaN,1396.02,-0.0,1441.38,-22.2,NaN,NaN,1.64,1.5,1.79,3.71
7.29,-0.5979039133139724,0.0226379721223642,-0.4608361392395982,-0.3356223988647082,1020.2800620009572,NaN,1391.86,0.0,1457.55,2.88,NaN,NaN,2.0,1.82,0.54,2.73
3.35,0.7580875682590028,0.0231578188128629,0.401358229073676,-1.619109369458764,707.6876020139291,NaN,1374.7,0.0,1444.84,-7.8,NaN,NaN,4.36,1.2,1.0,3.19
5.73,0.0856035641045523,0.0240990584691348,-0.0231503179477741,-0.9825780398871315,859.6072802675685,NaN,1380.95,0.0,1439.64,-1.62,NaN,NaN,3.04,0.13,0.45,3.51
3.39,0.4451681688260144,0.0222337963075971,0.1633982241850151,-1.3575715993752562,813.7828681685905,NaN,1368.03,0.0,1452.54,-1.91,NaN,NaN,4.18,0.25,0.45,2.8
2.42,-1.132302583873559,0.0226096446057126,-0.577985394803632,0.1726350594849597,812.0678598823246,NaN,1378.48,-0.0,1453.1,-7.08,NaN,NaN,3.54,0.78,0.91,2.94
2.5,-0.8239461511780151,0.0242753288686699,-0.3424382848895774,-0.1558585234004401,749.1749238156598,NaN,1390.18,0.0,1454.55,-19.41,NaN,NaN,2.71,1.71,1.65,3.41
5.06,-0.5601575557341394,0.0228737207974164,-0.1760156929822812,-0.4766785025633302,806.4404766243997,1397.44,NaN,NaN,1467.51,-43.12,0.76,0.84,NaN,NaN,2.67,4.69
5.21,-0.4118072959754038,0.0253187202264342,-0.2289776223261807,-0.4701548989181883,793.3485302225536,NaN,1380.54,0.0,1438.42,-4.98,NaN,NaN,3.36,0.69,0.81,3.48
7.09,-0.0347930794391772,0.0241612520885491,-0.1622303610793821,-0.8431978471558652,879.053792977465,NaN,1372.18,0.0,1454.41,0.82,NaN,NaN,3.42,1.78,0.29,2.76
4.62,-0.0321075432326141,0.023809535562875,-0.0294012381573961,-0.8443564463472794,774.3535688660094,NaN,1380.21,0.0,1439.9,-5.8,NaN,NaN,3.47,0.83,0.87,3.41
2.65,-0.9182048487147612,0.0246338509385292,-0.3966742104045898,-0.0578628100276782,762.2192973173147,NaN,1391.28,-0.0,1452.04,-19.53,NaN,NaN,2.55,1.67,1.65,3.49
3.68,-0.4337375513759058,0.0242545772159209,-0.199938906176195,-0.585152172988696,892.090003434824,NaN,1395.72,0.0,1449.52,-21.08,NaN,NaN,1.66,1.29,1.71,3.92
4.33,0.3373179329825813,0.0235176066075138,0.3146159257967154,-1.3212920658628198,721.4017580322679,1397.6,NaN,NaN,1458.84,-36.17,0.3,0.33,NaN,NaN,2.27,3.91
2.31,0.2145259743127577,0.0247299028820512,0.1650371386479164,-1.1792362234161995,741.3690719972485,NaN,1385.49,0.0,1453.26,-15.69,NaN,NaN,3.26,1.67,1.46,3.25
2.6,-0.8834819780633405,0.0230352107477319,-0.4599169107356353,-0.0444565860669838,776.4593680871233,NaN,1368.33,0.0,1452.88,-5.05,NaN,NaN,4.59,0.48,0.75,2.83
2.32,-0.7547149220235669,0.0244368398329764,-0.283044085367731,-0.1425454672508007,640.4804825693329,NaN,1368.47,0.0,1453.88,-12.47,NaN,NaN,6.52,2.27,1.27,2.96
3.17,-0.2422389457705564,0.0228845314212088,-0.075451357824456,-0.7876105524115011,835.5506180245468,NaN,1394.57,0.0,1460.23,-22.41,NaN,NaN,1.95,1.41,1.84,3.67
3.3,0.2144654234309397,0.0245278591430017,0.104382333468063,-1.180271491063542,852.420082729705,NaN,1389.86,0.0,1443.47,-11.52,NaN,NaN,2.56,1.24,1.23,3.62
3.09,0.5763017134589241,0.0243101665848259,0.397477138661042,-1.5201831520983051,703.629346111726,NaN,1394.36,-0.0,1450.98,-23.54,NaN,NaN,2.06,1.66,1.83,3.54
4.5,-0.972425465827586,0.0241126462074876,-0.370919742722205,0.0843964114599039,685.4735535927159,NaN,1395.87,0.0,1443.22,-22.2,NaN,NaN,1.69,1.52,1.78,3.58
7.14,-1.7866072060756713,0.0234390393992234,-0.637858901337808,0.8103138618839766,676.0420875192483,1393.48,1468.27,47.17,1468.27,-47.17,1.4,1.87,2.51,4.03,2.51,4.03
3.66,-1.5740019243147536,0.0240517595944786,-0.7096118878978318,0.6723526999713959,709.8781875303208,NaN,1391.66,-0.0,1443.84,-17.46,NaN,NaN,2.54,1.76,1.58,3.52
3.81,-0.2364473181735347,0.0226992867627444,-0.315182643080324,-0.6055188463096334,891.3598757368202,NaN,1377.37,-0.0,1456.83,-5.27,NaN,NaN,3.16,2.53,0.75,2.72
6.87,-0.109187034317043,0.0234662536431722,-0.216748706268632,-0.7655915969855487,865.6328180156082,NaN,1364.37,0.0,1459.67,1.24,NaN,NaN,3.98,2.18,0.35,2.29
2.91,-0.121415695598113,0.0235120075802972,-0.0014254466786412,-0.8444716951090543,767.4242689145232,NaN,1392.64,-0.0,1449.54,-19.75,NaN,NaN,2.34,1.63,1.66,3.56
5.1,-0.5502780211060957,0.0236785711089742,-0.4721193786468367,-0.3330574867703339,950.1571814851048,NaN,1385.55,-0.0,1460.49,-5.41,NaN,NaN,2.56,2.34,0.76,2.49
3.3,-1.3065387914702042,0.024178076138351,-0.4692186095255789,0.3061972489735828,670.1529353624811,NaN,1397.07,-0.0,1469.3,-33.93,NaN,NaN,1.17,1.1,2.36,3.83
2.4,0.229366943653956,0.0238960484839421,0.1118579962647932,-1.1714890540498843,793.1881168646273,NaN,1379.24,0.0,1449.57,-7.95,NaN,NaN,3.56,0.94,0.98,3.12
2.41,-0.5610512737591784,0.023344134276111,-0.2417547474208219,-0.3441100533601539,706.3557893379927,NaN,1373.02,0.0,1450.56,-9.75,NaN,NaN,4.71,1.41,1.1,3.03
3.9,-0.2109977045923379,0.0226452691631373,0.0426291744975158,-0.7399422630575512,693.8392842666433,NaN,1397.4,-0.0,1454.54,-30.75,NaN,NaN,0.88,0.89,2.07,3.67
3.78,-0.3065218798578938,0.0239292396312898,-0.3420973946593783,-0.5023475092581061,840.0438404481653,NaN,1365.33,-0.0,1453.28,-3.99,NaN,NaN,4.15,2.77,0.66,2.86
2.82,-1.4977785648083688,0.0214674948249426,-0.7115692254663231,0.4820379845877437,816.539965443761,NaN,1390.81,0.0,1459.59,-17.05,NaN,NaN,2.53,1.46,1.55,3.3
2.32,-0.5275741010024291,0.0232538973025346,-0.2173019301143448,-0.4465431440180744,749.3961776496344,NaN,1381.99,0.0,1456.13,-13.51,NaN,NaN,3.58,1.54,1.33,3.07
3.11,0.0746859284744629,0.0227423801021615,0.0835204773766971,-0.9094920277788472,656.9482691691493,NaN,1363.93,-0.0,1447.52,-8.02,NaN,NaN,7.29,1.66,1.0,3.03
2.31,-0.8117826098674794,0.0244104395207218,-0.332587175366952,-0.1322063983574904,679.4393394441117,NaN,1367.43,0.0,1457.04,-12.17,NaN,NaN,6.33,2.02,1.26,2.88
8.07,-0.3054297305973664,0.02477392463454,-0.3610042591493821,-0.6040098659532216,1003.650549891664,NaN,1391.58,0.0,1464.95,-5.76,NaN,NaN,2.06,2.2,0.83,2.23
4.63,-1.5184201587532398,0.0232399425323458,-0.7241952095688711,0.5409384698779783,839.0385373744866,NaN,1396.42,-0.0,1442.15,-22.06,NaN,NaN,1.47,1.32,1.77,3.96
2.86,-0.6457127806603615,0.0237167864649967,-0.2418478032579478,-0.3040903931672497,729.3263902656089,NaN,1392.35,-0.0,1450.09,-20.42,NaN,NaN,2.42,1.72,1.7,3.5
6.99,-0.1821574799262697,0.0230565256739085,-0.2536706550217658,-0.5777621501982054,794.9263761707109,NaN,1361.59,0.0,1443.46,-1.94,NaN,NaN,4.84,2.57,0.48,3.24
2.61,-0.2638048131810074,0.0221412696813381,-0.1502457661605777,-0.6745725780102206,819.235570254692,NaN,1381.53,-0.0,1447.96,-6.76,NaN,NaN,3.26,0.77,0.9,3.19
2.61,-1.1924320842126257,0.022871730574991,-0.6048908076540673,0.2666512415036209,789.6236509376829,NaN,1378.83,0.0,1447.98,-7.05,NaN,NaN,3.58,0.85,0.92,3.15
2.6,0.4550774234199154,0.0241823744580845,0.1986418082353704,-1.39115779314994,815.6444549291543,NaN,1375.97,0.0,1449.84,-4.91,NaN,NaN,3.65,0.46,0.75,3.04
2.51,0.7472778543098689,0.0241049681008835,0.4806962407139274,-1.6771206476673717,677.7486798797992,NaN,1389.1,-0.0,1452.47,-19.06,NaN,NaN,2.94,1.88,1.63,3.32
2.44,-0.9641598244579012,0.0228413318407434,-0.4071992838090031,-0.0018519475458824,731.9533396269735,NaN,1389.54,0.0,1454.26,-18.73,NaN,NaN,2.81,1.73,1.62,3.36
3.25,0.0013018066694382,0.0246080341403745,0.0366147426645599,-0.9055517675284744,738.2149644389857,NaN,1384.66,-0.0,1443.97,-11.75,NaN,NaN,3.3,1.51,1.26,3.39
4.74,-1.1389855356896617,0.0247192780681925,-0.7500077695153012,0.2907125025334438,861.2403214468832,NaN,1365.69,0.0,1457.71,2.79,NaN,NaN,3.94,2.52,0.54,2.52
6.62,0.0716234663323107,0.0238102579937455,-0.0534933055024419,-1.0156251767283944,848.0026764524355,NaN,1360.48,-0.0,1460.85,0.36,NaN,NaN,4.56,1.01,0.19,2.12
2.89,0.5966970794728195,0.0235245487753934,0.4086564492504697,-1.583420942647959,722.7917686975217,NaN,1394.81,-0.0,1458.47,-26.34,NaN,NaN,1.95,1.58,1.98,3.62
3.16,-2.3670811610334264,0.0244874563440465,-1.0797780636925256,1.3627575470839282,746.621484130262,NaN,1395.78,0.0,1459.81,-28.71,NaN,NaN,1.69,1.44,2.09,3.78
4.97,0.4732544239077234,0.02371713528871,0.293762162828879,-1.534245948294656,885.8620959241475,1397.6,NaN,NaN,1469.22,-37.67,0.28,0.28,NaN,NaN,2.65,4.94
3.0,-0.6509102385019566,0.024358233705107,-0.3341493402487709,-0.2507034683537931,767.8672558808423,NaN,1375.26,-0.0,1446.08,-6.16,NaN,NaN,3.95,0.78,0.87,3.17
5.51,-1.187295190240631,0.0240379043678582,-0.3972307072782888,0.1678018980280262,712.7114763741162,1396.36,1475.37,-49.35,1475.37,-49.35,1.16,1.39,2.82,4.55,2.82,4.55
2.51,0.1582680038324713,0.0242370648788541,0.0545691700013718,-1.1173934610400489,826.3640042985544,NaN,1376.81,0.0,1452.78,-5.6,NaN,NaN,3.58,0.54,0.8,2.92
7.4,0.0260601971218663,0.0227296975669349,0.0574793750139777,-0.9344583647114248,785.4879671518698,NaN,1396.47,-0.0,1432.96,-18.6,NaN,NaN,1.47,1.43,1.7,3.93
2.41,0.381459182433434,0.0239000960426399,0.2172239844009197,-1.3094920930084828,746.6225977505583,NaN,1379.48,0.0,1449.37,-10.39,NaN,NaN,3.77,1.32,1.15,3.16
2.78,-2.218803025310129,0.0232267514628549,-0.9920507218114822,1.330195896737873,650.048863525478,NaN,1388.79,-0.0,1449.84,-17.58,NaN,NaN,3.0,1.9,1.56,3.28
3.97,-1.0190639286394068,0.0240326625296042,-0.5875814245655886,0.0918870683081761,887.1769292001984,NaN,1379.52,-0.0,1447.62,-1.05,NaN,NaN,3.04,0.4,0.34,3.2
3.01,-0.1563672728006634,0.0243340088000414,-0.0632260417532779,-0.8057571683446444,819.1013609136809,NaN,1389.71,0.0,1445.35,-13.46,NaN,NaN,2.64,1.4,1.34,3.54
7.66,-0.4201269548725235,0.0235808922789718,-0.3597463199126087,-0.4664679938069831,873.7398348605416,NaN,1367.45,-0.0,1458.71,0.76,NaN,NaN,3.72,1.9,0.28,2.38
2.53,-0.9385424446448806,0.0239928390052567,-0.3499108107131883,0.0299675452244287,653.4012186303382,NaN,1388.04,-0.0,1452.02,-18.21,NaN,NaN,3.11,1.93,1.59,3.26
3.51,-0.6792619133137983,0.023019681951654,-0.2632271586876119,-0.3126967180037474,782.317383372558,NaN,1396.35,-0.0,1453.13,-27.0,NaN,NaN,1.5,1.33,1.97,3.81
2.48,0.0317336966157583,0.0246847079518875,-0.0007272328600531,-0.9795925338899129,819.1293623594031,NaN,1379.82,0.0,1448.95,-6.78,NaN,NaN,3.4,0.75,0.9,3.15
3.54,0.8071477236234087,0.0232123419977859,0.1663834344018348,-1.639270239527684,937.5346154908872,NaN,1391.19,-0.0,1460.29,-14.63,NaN,NaN,2.23,2.63,1.31,3.13
2.79,0.0868490270604259,0.023919640436003,0.1453555776558146,-1.0314416712079577,702.9004421608491,NaN,1392.58,0.0,1451.78,-21.6,NaN,NaN,2.4,1.76,1.75,3.47
3.58,-0.2139082254249571,0.0233926845064362,-0.071406673367566,-0.735437923731183,793.2698426327985,NaN,1392.57,0.0,1443.55,-16.71,NaN,NaN,2.33,1.57,1.53,3.66
2.26,-0.7665713069251774,0.0235152800205976,-0.3315243139732211,-0.1826451401340733,714.9897031834171,NaN,1374.89,-0.0,1455.43,-11.8,NaN,NaN,4.51,1.58,1.23,2.95
2.96,-0.0780286148486894,0.0238861835903243,-0.0451443686620509,-0.821744219707753,762.8810299668686,NaN,1375.17,-0.0,1446.32,-6.35,NaN,NaN,3.99,0.81,0.88,3.16
4.25,0.7304218443532083,0.0241229747032285,0.1831188156435011,-1.5745769841892403,883.398655805264,NaN,1375.68,0.0,1454.1,-3.98,NaN,NaN,3.26,2.39,0.65,2.86
3.71,-0.0360818274735757,0.0218892365465001,0.0205132032998803,-0.8519586072134466,732.9028827888189,NaN,1387.1,0.0,1442.35,-12.09,NaN,NaN,3.04,1.55,1.29,3.44
2.78,-0.6910727584824111,0.0232139067376287,-0.3301300883433917,-0.248017984594156,787.9369335139029,NaN,1385.97,0.0,1446.15,-11.31,NaN,NaN,3.05,1.32,1.21,3.38
8.16,-0.5226047099223379,0.0229062891186405,-0.3631324902222252,-0.4692553101724307,992.7321789775206,NaN,1385.03,0.0,1460.31,-0.2,NaN,NaN,2.51,0.75,0.14,2.3
5.81,-0.6171023327005706,0.0230300989386101,-0.3281227246384445,-0.2282423041772638,760.8895205020592,NaN,1378.98,0.0,1437.6,-4.6,NaN,NaN,3.57,0.7,0.78,3.44
2.43,-0.1600985337991265,0.022697001550545,-0.0125326654083018,-0.8165718505050679,745.1482042737589,NaN,1389.18,0.0,1455.44,-18.3,NaN,NaN,2.84,1.69,1.6,3.33
8.28,-1.2583316338554094,0.0225029983576578,-0.4446852930507023,0.193168947042035,777.6359065099173,1392.72,1486.61,91.21,1486.61,-91.21,1.44,1.91,3.23,5.97,3.23,5.97
2.57,0.3319378766847501,0.0231178492882121,0.2637599701813348,-1.323577909134316,719.2356655325298,NaN,1390.7,-0.0,1460.36,-21.69,NaN,NaN,2.68,1.78,1.81,3.4
3.32,-0.5195554029690961,0.0238472179386683,-0.1981227978550782,-0.5108957655213211,818.3905436230301,NaN,1395.56,0.0,1460.99,-26.07,NaN,NaN,1.73,1.38,2.01,3.84
4.16,0.0449113156630316,0.0238429435515553,0.1481135478514463,-0.9840639977216332,708.3169040987918,NaN,1397.17,-0.0,1449.16,-28.27,NaN,NaN,1.1,1.1,1.99,3.68
7.34,-1.087112032329522,0.0235752164946505,-0.6464905892010312,0.1336747740511136,898.1405292504857,NaN,1371.8,-0.0,1460.61,-0.11,NaN,NaN,3.41,0.96,0.1,2.18
3.47,-0.7978888488014898,0.023022203386653,-0.2651960434255402,-0.099901498326592,662.976791599179,NaN,1394.89,-0.0,1448.59,-22.45,NaN,NaN,1.95,1.63,1.78,3.46
6.53,-0.6267087269852318,0.0239641971200759,-0.5203064511315678,-0.2849292917841028,1030.3307042244703,NaN,1395.25,-0.0,1464.17,-7.56,NaN,NaN,1.6,1.92,0.93,2.47
5.21,0.379499589399091,0.0231633397022921,0.4250162173229285,-1.416942540584165,682.4291554042085,1396.47,1492.03,-52.18,1492.03,-52.18,1.14,1.31,3.32,5.14,3.32,5.14
3.06,-0.4434120899220041,0.0233956927935681,-0.1225472895005176,-0.470933234658739,690.9430441588546,NaN,1392.01,-0.0,1448.28,-19.55,NaN,NaN,2.5,1.78,1.66,3.44
5.7,-1.9981773548811064,0.0227421583325163,-0.9406127513124356,1.0030393672189062,840.1249209623138,1397.6,NaN,NaN,1445.28,-31.1,0.27,0.3,NaN,NaN,2.07,4.17
3.71,-1.0908420297911905,0.0230637171187517,-0.5323466389109232,0.2487105087217004,702.4245405579042,NaN,1371.03,-0.0,1444.12,-6.44,NaN,NaN,4.81,1.03,0.9,3.17
2.31,-0.638424231603117,0.0241790872737389,-0.3025235185184033,-0.2971948105993334,743.3149127447545,NaN,1370.37,0.0,1453.1,-8.25,NaN,NaN,4.77,1.08,0.99,2.9
2.34,0.0604789604710688,0.0233626878246346,0.1216796234750012,-1.0179495457879155,700.3372934257565,NaN,1387.27,-0.0,1455.6,-18.32,NaN,NaN,3.15,1.84,1.6,3.26
2.34,-0.6099779545389723,0.0226255963775374,-0.2849900211819965,-0.3215239121076098,752.9505713572212,NaN,1378.5,0.0,1450.6,-9.67,NaN,NaN,3.82,1.22,1.09,3.09
2.39,1.1135923016966034,0.0224544016408224,0.5989680734151304,-2.087282388061637,748.4205103963797,NaN,1379.84,-0.0,1457.03,-12.38,NaN,NaN,3.79,1.48,1.27,2.97
2.79,-1.636068074606908,0.0239646572129591,-0.7959690738051904,0.7489262892677134,717.7741966584515,NaN,1373.02,0.0,1447.45,-8.16,NaN,NaN,4.55,1.18,1.01,3.11
8.2,0.8436535266544917,0.0247967929756086,0.1037986126713741,-1.6827214658975715,979.6444523447076,NaN,1395.79,0.0,1491.09,13.61,NaN,NaN,1.54,2.02,2.03,3.18
3.01,0.1262677654139196,0.0246562591565862,0.2033735630965538,-1.0280777256451403,649.1261484269462,NaN,1393.07,0.0,1450.53,-21.49,NaN,NaN,2.34,1.79,1.74,3.39
7.68,-1.0652553643171363,0.0242551274471651,-0.4999853834649005,0.155395065771149,796.5649728854528,NaN,1395.61,0.0,1431.65,-16.42,NaN,NaN,1.75,1.58,1.61,3.97
6.61,-1.3545940948244986,0.0226902949761174,-0.8547955076710689,0.4705949089303048,902.574980868067,NaN,1373.58,-0.0,1461.14,2.22,NaN,NaN,3.27,2.18,0.47,2.19
2.31,-0.8505338963259081,0.0239929766706462,-0.3128560764502626,-0.0824723493356929,637.6752321998907,NaN,1369.94,-0.0,1458.25,-14.25,NaN,NaN,6.31,2.45,1.39,2.93
4.45,-0.7612876112191844,0.0221628893716209,-0.413473619976494,-0.1290877200218169,809.2812406076929,NaN,1380.96,0.0,1440.79,-4.43,NaN,NaN,3.26,0.54,0.75,3.41
2.43,0.5373719579534504,0.0228743365833005,0.2499432997756976,-1.5083483510774498,845.9408883243443,NaN,1382.81,0.0,1451.78,-7.38,NaN,NaN,3.11,0.78,0.93,3.08
2.4,-0.2160307728608497,0.0242633090997771,-0.0664620681143127,-0.6841744700682523,689.7455785044787,NaN,1362.74,0.0,1451.92,-8.97,NaN,NaN,7.31,1.61,1.05,2.93
2.87,-1.7077977199635193,0.0233533144656777,-0.8203226808937328,0.7664275888825541,772.6459725348504,NaN,1388.48,0.0,1446.27,-14.07,NaN,NaN,2.85,1.53,1.38,3.45
3.84,-0.7939212641300187,0.0242659129830182,-0.3753233757040149,-0.2582372173756875,914.3191535308932,NaN,1396.37,0.0,1460.03,-23.48,NaN,NaN,1.46,1.16,1.88,3.96
3.41,-0.543132236118394,0.0257262378190212,-0.0735823049276944,-0.451501184821947,660.6216834528383,NaN,1397.33,-0.0,1468.37,-35.08,NaN,NaN,0.97,0.94,2.36,3.81
2.72,0.235512574364907,0.0222179177771436,0.2771167881195188,-1.14968980196133,636.8379725048106,NaN,1393.63,0.0,1454.89,-22.79,NaN,NaN,2.23,1.73,1.79,3.34
3.49,0.0085221959127302,0.0243189890370389,-0.2189120708936336,-0.8304967650479547,871.814034901703,NaN,1371.63,0.0,1459.77,-7.28,NaN,NaN,3.61,3.03,0.9,2.61
2.69,0.1144133666933016,0.0249049021048767,0.1469472460057211,-1.0396108230605183,695.398732696731,NaN,1388.96,-0.0,1449.59,-17.96,NaN,NaN,2.94,1.84,1.58,3.37
