redχsq,d1,d2,d3,d4,lam,pB,repL,impL,repH,impH,pB_g11,pB_g22,pL_g11,pL_g22,pH_g11,pH_g22
2.61,-0.1908596632256585,0.0229986031233256,0.0261890116997579,-0.7897970173671867,694.7650882383306,NaN,1392.65,0.0,1460.35,-24.03,NaN,NaN,2.39,1.75,1.91,3.46
2.74,0.6224232837474922,0.0255177890767703,0.3112567744615626,-1.6398669633520735,886.2391352733316,NaN,1390.56,0.0,1453.08,-13.47,NaN,NaN,2.46,1.21,1.31,3.4
2.58,0.5419312153387363,0.0236675395298868,0.257252672237142,-1.5283304241218572,843.5962188054436,NaN,1381.56,0.0,1454.86,-7.68,NaN,NaN,3.23,0.82,0.94,2.92
6.19,-0.2750448012682411,0.0240191607164813,-0.1405219411825124,-0.5913304042406353,772.663110030544,NaN,1385.07,-0.0,1435.19,-7.12,NaN,NaN,3.1,1.13,1.01,3.6
2.62,1.1675711285913342,0.0240297433287575,0.668201276973214,-2.0353953404964376,645.1362777089228,NaN,1374.53,-0.0,1449.91,-11.85,NaN,NaN,4.94,1.9,1.24,3.07
2.57,-0.3058765834070528,0.0235771902655495,-0.1578861011648337,-0.611986630370665,745.7733835653355,NaN,1361.15,-0.0,1453.17,-5.59,NaN,NaN,6.23,0.62,0.8,2.79
7.03,0.098713506498844,0.0222686128179911,0.1097430151288161,-1.0570066209017024,815.3848514394119,1397.6,NaN,NaN,1438.23,-27.56,0.29,0.34,NaN,NaN,1.97,4.05
3.43,-0.3524596007421816,0.0236439376209654,-0.0720512580196234,-0.6303597286735597,742.7628979020487,NaN,1396.5,0.0,1454.96,-28.67,NaN,NaN,1.45,1.32,2.04,3.76
3.4,-0.6166473093934028,0.0226886513939852,-0.2276269696904844,-0.235302288370805,662.4847872775472,NaN,1384.95,-0.0,1444.97,-13.11,NaN,NaN,3.43,1.78,1.34,3.29
3.92,-0.5324265137363855,0.0233404151037142,-0.3262480002352469,-0.3880422618536061,866.4706025280269,NaN,1380.97,-0.0,1444.16,-2.37,NaN,NaN,3.05,0.01,0.53,3.35
4.51,-1.3735643657947607,0.024053501075533,-0.6700502975103279,0.3965040545682977,859.1694009956124,NaN,1395.19,0.0,1440.6,-18.08,NaN,NaN,1.81,1.43,1.6,3.94
2.61,-2.3242235377117466,0.0238696188769887,-1.0992896900696911,1.4318967639866955,685.4625567142663,NaN,1379.13,0.0,1448.74,-12.07,NaN,NaN,4.07,1.68,1.26,3.16
3.02,-1.5875971407424951,0.0239891542554767,-0.849740253649079,0.6421850707574258,873.8107178334033,NaN,1380.0,-0.0,1449.0,-2.89,NaN,NaN,3.11,0.06,0.57,3.13
3.79,-0.4627918852273417,0.0250195111264252,-0.1563824548934849,-0.5447332249875954,799.0953456124829,NaN,1396.8,-0.0,1453.97,-29.39,NaN,NaN,1.31,1.21,2.07,3.95
5.31,-1.3032660377904723,0.0240539001676686,-0.5418894690406315,0.3237282380616918,765.493211660455,1397.55,NaN,NaN,1450.35,-34.92,0.59,0.67,NaN,NaN,2.19,3.99
6.74,-1.145961169233765,0.0231694084577694,-0.4047242231799639,0.1049881533277734,763.844601841939,1395.11,1479.51,60.97,1479.51,-60.97,1.31,1.65,3.2,5.41,3.2,5.41
2.58,-0.7594882428420467,0.0236703991603389,-0.3770154882430189,-0.175459539411721,745.5965567541435,NaN,1360.77,-0.0,1455.09,-6.28,NaN,NaN,6.46,0.77,0.85,2.72
6.0,-0.6361591197743692,0.0230089276275602,-0.3234381947054469,-0.2870518865426092,838.1628692518548,NaN,1391.51,-0.0,1434.52,-10.24,NaN,NaN,2.4,1.33,1.22,3.86
3.49,-0.75666569677507,0.0235020166367203,-0.3254948895649721,-0.2372013887847594,812.7587755337036,NaN,1395.72,-0.0,1450.21,-23.95,NaN,NaN,1.69,1.41,1.84,3.81
3.78,-1.0037557876567371,0.0233072582442305,-0.4392396975348753,0.1225418407522453,706.7039433190829,NaN,1388.7,0.0,1442.61,-14.22,NaN,NaN,2.93,1.72,1.41,3.46
2.56,-0.0592807806295616,0.0249519140626921,-0.0451206222901733,-0.8703185295398177,792.9999253614867,NaN,1375.34,-0.0,1448.97,-5.99,NaN,NaN,3.83,0.67,0.84,3.08
2.28,0.7603272742658441,0.0237249186319818,0.4460530176736421,-1.6799024889942866,677.0113258206616,NaN,1368.22,0.0,1454.42,-11.31,NaN,NaN,6.02,1.86,1.2,2.92
2.43,-0.8077537258366185,0.0241982038802745,-0.3771401407917277,-0.1661445663718287,797.2482931123311,NaN,1387.53,0.0,1450.75,-14.03,NaN,NaN,2.91,1.44,1.36,3.34
4.35,-0.3086457600031445,0.0238271044601848,-0.089860954433242,-0.5954365835838848,734.1156424448372,NaN,1393.21,-0.0,1440.77,-17.53,NaN,NaN,2.28,1.7,1.6,3.64
2.6,-0.7118985015500272,0.0228221198106509,-0.2577609504644054,-0.2686268481990448,720.4633270343329,NaN,1392.26,-0.0,1457.85,-22.58,NaN,NaN,2.44,1.72,1.82,3.46
6.44,0.0174558728762656,0.022382823125533,-0.0717547309800249,-0.8481767118172265,793.1810250932718,NaN,1369.83,0.0,1441.63,-0.5,NaN,NaN,4.02,0.62,0.24,3.27
5.63,-0.246151211839313,0.0241112277942448,-0.1540953028281538,-0.5576902690647125,721.4596742710994,NaN,1364.48,-0.0,1440.52,-2.69,NaN,NaN,5.42,0.17,0.58,3.23
5.22,-0.1766031781944647,0.0232197187589485,-0.0235770126701384,-0.8781318277823298,874.5974279894243,1397.52,1467.47,40.48,1467.47,-40.48,0.64,0.69,2.68,4.98,2.68,4.98
6.96,-1.5674613838867997,0.0239776695391007,-0.9087217780262978,0.6898962637845513,874.75778496656,NaN,1374.68,0.0,1449.39,-0.19,NaN,NaN,3.29,1.42,0.14,3.07
5.4,0.4331031978253941,0.0238464871395793,0.2489454671943385,-1.337280830026673,773.7422159101696,NaN,1392.43,-0.0,1436.48,-14.16,NaN,NaN,2.37,1.63,1.45,3.75
2.7,0.2679634363569307,0.0239452019318804,0.1856340175756574,-1.1507994864601276,687.4758956528151,NaN,1375.86,-0.0,1448.14,-10.53,NaN,NaN,4.44,1.56,1.16,3.13
2.39,0.5667204067397408,0.0246437864548031,0.3497502796914562,-1.5354910120772862,739.4213128591707,NaN,1387.8,-0.0,1453.57,-17.5,NaN,NaN,3.02,1.72,1.55,3.33
4.19,0.2093919783319803,0.0233228565647966,0.0795904057320159,-1.058180237348016,744.1583058420644,NaN,1368.92,-0.0,1443.5,-3.7,NaN,NaN,4.63,0.38,0.67,3.18
2.38,-0.7906529623521446,0.0227470067952656,-0.390153182201369,-0.1808030331608958,799.4192735964094,NaN,1380.0,-0.0,1454.51,-9.14,NaN,NaN,3.52,1.05,1.05,2.95
2.92,-0.2310342382203759,0.0231193436530827,0.0458602397157497,-0.7684179096005632,674.2195672754659,NaN,1395.3,-0.0,1467.69,-29.15,NaN,NaN,1.84,1.54,2.2,3.66
7.19,-0.372495470987672,0.0240005781103337,-0.0404440651198449,-0.6065462319249368,752.8835177644069,1395.86,1452.75,42.42,1452.75,-42.42,1.22,1.62,2.34,4.09,2.34,4.09
7.0,0.1057022579574817,0.0245036696848779,0.0178086210405143,-1.1214873789030104,839.15617830012,NaN,1363.07,0.0,1464.29,-2.32,NaN,NaN,4.7,0.05,0.5,1.78
2.91,-1.1480169992666438,0.0232627133460375,-0.6000169626790557,0.2492545192551242,771.8375023865536,NaN,1369.15,0.0,1448.88,-4.23,NaN,NaN,4.46,0.37,0.7,3.0
5.66,-0.8934402839173138,0.023482825168399,-0.4214471357654649,-0.173434363485326,960.6867488263752,1397.51,1464.07,35.31,1464.07,-35.31,0.67,0.71,2.49,5.09,2.49,5.09
2.7,-0.0831289848404849,0.023113075705943,0.0480204547558773,-0.8609649549244821,712.1196242955189,NaN,1391.53,0.0,1451.38,-20.07,NaN,NaN,2.56,1.76,1.68,3.43
5.46,-0.5107705134530913,0.0227147737382037,-0.2811595404937186,-0.4532463207215513,912.3488751031302,NaN,1392.91,-0.0,1436.12,-9.58,NaN,NaN,2.13,1.1,1.16,4.0
2.61,0.5945039317844927,0.0228633316097517,0.2698537610438795,-1.5677634934016575,851.3089688086236,NaN,1380.55,-0.0,1453.68,-5.95,NaN,NaN,3.24,0.59,0.82,2.92
2.69,-0.8285013603877236,0.0234694880247816,-0.230147161281044,-0.1475178197930633,639.9472749108612,NaN,1394.58,0.0,1465.45,-27.31,NaN,NaN,2.02,1.65,2.08,3.49
5.94,-0.8697389120271911,0.0241572803079257,-0.6440251005194877,-0.0294056456031649,1001.7308591119428,NaN,1392.92,-0.0,1463.46,-7.49,NaN,NaN,1.94,2.18,0.92,2.49
2.72,-1.171352939377737,0.0228032615492469,-0.541698409657166,0.2198106223569286,767.726899430234,NaN,1389.74,-0.0,1448.34,-15.95,NaN,NaN,2.72,1.59,1.47,3.45
5.07,0.4826631231931233,0.0241436845712703,0.195874182992731,-1.42971268312071,905.8318617020876,NaN,1388.33,0.0,1438.05,-4.9,NaN,NaN,2.53,0.54,0.8,3.77
2.43,-0.445270998656934,0.0248284180101835,-0.1519789946946665,-0.457317294837264,679.4875677462493,NaN,1377.88,-0.0,1450.33,-12.65,NaN,NaN,4.29,1.76,1.29,3.13
4.69,-0.5553143206010049,0.0240168013345092,-0.3544481783045615,-0.3051528312855515,793.7595545910193,NaN,1363.44,-0.0,1447.38,-0.7,NaN,NaN,4.69,0.74,0.28,3.03
2.51,0.020635781571873,0.0242947663005082,0.0627863646150469,-0.9041673604710496,674.5000866951174,NaN,1366.55,-0.0,1450.46,-9.61,NaN,NaN,6.31,1.68,1.1,2.99
2.77,0.0561674069383593,0.0234503782393998,0.0597171092759666,-1.026985380644501,801.935271675903,NaN,1390.8,0.0,1448.52,-16.11,NaN,NaN,2.55,1.51,1.47,3.51
5.1,-0.2890083067539395,0.0231276528865894,-0.1231380454258867,-0.5931146360104863,759.6274447267264,NaN,1388.51,0.0,1437.27,-10.74,NaN,NaN,2.84,1.48,1.24,3.61
5.82,-0.2291877293382172,0.0258042079382295,-0.0532939213462518,-0.581012568896094,675.2492088030472,NaN,1387.04,0.0,1436.59,-11.06,NaN,NaN,3.15,1.71,1.28,3.51
2.88,-1.1211824124218304,0.0231354455036582,-0.6065790171846966,0.187096579412025,829.6054271124981,NaN,1374.13,-0.0,1451.57,-3.24,NaN,NaN,3.67,0.12,0.6,2.92
3.01,-0.0140903609481554,0.0226713722148961,-0.0440211677281088,-0.8859640768740715,775.9513090742792,NaN,1364.81,-0.0,1451.02,-3.23,NaN,NaN,4.9,0.08,0.6,2.87
5.16,-1.2112048969335842,0.0245097249673835,-0.5856266671034458,0.3427057453637718,745.6612945816394,NaN,1385.81,-0.0,1437.4,-9.46,NaN,NaN,3.13,1.41,1.16,3.55
6.29,0.070833716572053,0.0230196514442708,-0.1393857397914474,-0.9917598967346356,1050.237521483573,NaN,1396.74,-0.0,1453.17,-7.57,NaN,NaN,1.23,1.6,0.89,3.33
2.46,1.1164456213337814,0.0248010745112298,0.5813122959601857,-2.061998231943677,772.6928385984058,NaN,1383.38,-0.0,1448.57,-11.49,NaN,NaN,3.34,1.35,1.22,3.27
4.04,1.6200563009932996,0.0237436067586487,0.968585624682176,-2.5924288701174287,698.7558109840788,NaN,1397.58,-0.0,1458.65,-34.36,NaN,NaN,0.49,0.51,2.21,3.79
6.49,-0.0757044701674284,0.0249826128637225,-0.1401337102280071,-0.873191946715897,987.4090680193572,NaN,1388.82,-0.0,1442.62,0.04,NaN,NaN,2.27,0.95,0.07,3.74
2.88,-0.3713158987174435,0.0236944483755736,-0.0449910099716235,-0.5838921461644154,677.8344368375455,NaN,1395.04,0.0,1456.61,-26.1,NaN,NaN,1.91,1.59,1.95,3.52
2.56,-0.8948087530268403,0.0243578065412921,-0.3927896991812601,-0.0762822067016903,764.6697452705065,NaN,1389.94,-0.0,1451.45,-17.8,NaN,NaN,2.72,1.65,1.57,3.44
3.35,-1.7830162813862254,0.0235840344134388,-0.954051323309187,0.7844053003736987,988.4707466258296,NaN,1390.17,-0.0,1448.31,-3.98,NaN,NaN,2.26,0.18,0.67,3.47
4.99,0.562794885649017,0.0244495508012557,0.3565612573168895,-1.5014839141034653,761.5514724819161,NaN,1396.66,-0.0,1441.45,-23.87,NaN,NaN,1.39,1.34,1.85,3.81
2.96,-0.4308586593514665,0.0238253016531259,-0.1902242431723481,-0.5189514353951841,792.4571120867339,NaN,1389.05,0.0,1445.66,-13.81,NaN,NaN,2.76,1.48,1.36,3.49
3.25,-0.778246365323263,0.0231149565233422,-0.2491466395338964,-0.1692756886762593,684.65954787272,NaN,1396.23,0.0,1454.55,-27.27,NaN,NaN,1.56,1.4,1.97,3.57
2.24,-0.5052247542674364,0.0246008664024057,-0.1689360802275173,-0.4195782344039452,671.2271150849708,NaN,1376.03,-0.0,1454.15,-13.65,NaN,NaN,4.65,1.91,1.34,3.04
2.33,0.5910997096399014,0.0234361341266259,0.4247467251464187,-1.5419900332830347,657.535961964448,NaN,1387.7,0.0,1458.29,-19.97,NaN,NaN,3.17,1.97,1.7,3.24
2.79,-0.3877902818249351,0.0244643211652157,-0.1665578932272778,-0.4843784624413965,694.0222614604983,NaN,1364.82,-0.0,1448.39,-7.59,NaN,NaN,6.28,1.27,0.96,3.02
2.4,-0.0611582586316818,0.0237038720607195,-0.0004379882347652,-0.9271785049147788,785.9351891314345,NaN,1383.86,0.0,1456.02,-12.95,NaN,NaN,3.29,1.4,1.3,3.09
5.65,-0.7874980851551623,0.0241030346788528,-0.275149551065234,-0.2469997196032785,796.3675159466633,1396.99,1466.69,47.42,1466.69,-47.42,1.01,1.19,2.73,4.76,2.73,4.76
2.51,-1.164104191903637,0.0239028579161938,-0.4321737696931508,0.2517710074279896,632.285399017414,NaN,1390.3,-0.0,1454.61,-20.44,NaN,NaN,2.81,1.93,1.7,3.26
5.15,-0.8151495034246965,0.0233122675870348,-0.3210295753532152,-0.2188712016050651,828.4720213181341,1397.48,NaN,NaN,1461.93,-40.76,0.7,0.78,NaN,NaN,2.52,4.58
4.58,-0.5692210199560037,0.0240298691247792,-0.1689884417012459,-0.4133152914757019,752.2179843563911,NaN,1397.6,0.0,1453.28,-34.11,NaN,NaN,0.33,0.36,2.19,3.94
2.68,1.043460292602366,0.0241220203580371,0.5771850376785206,-1.9571606786219864,716.0624059622088,NaN,1384.18,-0.0,1447.68,-13.45,NaN,NaN,3.43,1.65,1.34,3.29
6.43,-1.0807533187089025,0.023778353924257,-0.6905979583447166,0.2210542939619227,862.0512806037996,NaN,1369.4,-0.0,1453.68,1.06,NaN,NaN,3.66,1.93,0.33,2.79
3.69,-0.240184817562766,0.0232987093587123,-0.1345077341121152,-0.6862707450350801,824.3140564082998,NaN,1385.51,-0.0,1441.77,-7.67,NaN,NaN,2.95,0.96,1.0,3.49
3.5,-0.2820526116329442,0.0246303680699208,-0.0781971456416493,-0.5776125483508848,680.2842115047121,NaN,1382.6,0.0,1443.93,-11.78,NaN,NaN,3.66,1.68,1.27,3.31
2.56,-0.8381418004790924,0.0233986444761642,-0.6529549199040343,0.069491641224096,842.292839730831,NaN,1371.96,0.0,1453.11,-10.62,NaN,NaN,3.83,3.37,1.11,3.13
3.12,-0.2510556521446824,0.0247570728329509,-0.0156656543608453,-0.635477181035564,661.7099817300782,NaN,1389.96,-0.0,1447.37,-17.79,NaN,NaN,2.83,1.88,1.58,3.37
3.4,-0.3144555437003206,0.0255594385620973,0.0504392870238881,-0.618852038649859,630.856174038248,NaN,1397.2,0.0,1458.25,-29.98,NaN,NaN,1.08,1.05,2.05,3.49
4.33,-0.4852122136028497,0.0257954333872574,-0.1722067156458165,-0.524025951740573,815.2000307604256,NaN,1397.27,-0.0,1451.5,-30.88,NaN,NaN,1.02,1.01,2.11,4.07
6.19,0.0423140693839645,0.0236232512100893,-0.0421978605882029,-0.8867915131708417,793.7442988414988,NaN,1372.93,0.0,1440.03,-1.29,NaN,NaN,3.8,0.23,0.4,3.34
2.46,-0.6449954361433645,0.0227818798782703,-0.3019221496426119,-0.2915070445705997,728.9640935410355,NaN,1364.13,0.0,1455.38,-7.89,NaN,NaN,6.04,1.13,0.96,2.77
2.28,0.4390939335465543,0.0242950759153194,0.3036922237730889,-1.3926932841988178,682.2427305893925,NaN,1375.9,-0.0,1457.43,-14.26,NaN,NaN,4.65,1.93,1.39,3.0
6.27,-0.065376287525445,0.024047164028889,-0.0475903949442625,-0.7776240854488123,758.8172918439947,NaN,1380.2,0.0,1436.11,-4.99,NaN,NaN,3.49,0.81,0.82,3.49
2.35,-0.5567591908133862,0.0235218237833412,-0.210126330972234,-0.4091085728159676,732.6241990933771,NaN,1387.2,-0.0,1454.36,-17.11,NaN,NaN,3.09,1.72,1.53,3.28
7.75,-0.6536185350671778,0.0242654856936116,-0.325739557645013,-0.4021198627588807,814.822288030756,NaN,1362.03,0.0,1467.4,-2.83,NaN,NaN,5.39,0.68,0.72,1.77
3.43,0.9914857938284404,0.0233071856226458,0.5579782445343447,-1.8454648678755556,675.9407398624955,NaN,1381.96,0.0,1444.42,-11.42,NaN,NaN,3.73,1.66,1.24,3.27
2.29,-0.4114312040495073,0.0246553423950297,-0.0965747039437837,-0.5295497670537875,647.1251203456535,NaN,1372.72,-0.0,1458.2,-14.74,NaN,NaN,5.51,2.27,1.42,2.97
6.77,-0.9819211937263876,0.0238266499566053,-0.3181612781419808,-0.0376204078007014,748.5521558277067,1395.23,1469.75,52.92,1469.75,-52.92,1.29,1.66,2.79,4.68,2.79,4.68
6.15,0.4568510000786445,0.024662743875655,0.1576043056739192,-1.3147636891329155,812.8942153348645,NaN,1373.69,-0.0,1440.63,-0.96,NaN,NaN,3.65,0.38,0.34,3.35
6.3,0.6195411866349866,0.0223157726834707,0.4864657056525253,-1.580804133363781,711.1846440281096,1396.2,1456.13,40.14,1456.13,-40.14,1.18,1.49,2.29,3.89,2.29,3.89
2.33,-0.3161150718838263,0.0237395648657605,-0.0932444814135467,-0.6405326515124388,700.9095837024877,NaN,1373.41,0.0,1457.3,-12.56,NaN,NaN,4.86,1.74,1.28,2.92
2.68,0.5940610328136439,0.0245374270520719,0.4745054295898417,-1.5780817124864002,645.6427498958476,NaN,1393.94,0.0,1465.81,-27.13,NaN,NaN,2.17,1.72,2.09,3.51
2.93,-1.1785521888539494,0.0241051959098744,-0.4766065941075987,0.1972113741839389,718.9104933006607,NaN,1394.95,0.0,1457.24,-26.47,NaN,NaN,1.92,1.57,1.98,3.62
5.21,0.1786567416002205,0.0242140058160816,0.0718882209274854,-1.0265912430878188,752.7783835812496,NaN,1376.22,-0.0,1439.3,-4.58,NaN,NaN,3.85,0.66,0.77,3.36
3.4,0.520541616522262,0.0245888319207436,0.0580972428902363,-1.3382940997949366,852.2993448365359,NaN,1366.34,0.0,1456.42,-5.11,NaN,NaN,4.02,2.92,0.74,2.7
6.43,0.6829375544959214,0.0230762315199109,0.3120157910926229,-1.4567333094329562,704.3238263889083,NaN,1364.2,-0.0,1438.93,-2.53,NaN,NaN,5.64,0.2,0.57,3.25
4.14,-0.773669936529555,0.0248647424903813,-0.4107791790298328,-0.094165978997964,762.4825510528494,NaN,1372.63,0.0,1442.78,-4.15,NaN,NaN,4.14,0.47,0.71,3.24
6.31,0.5578624548314749,0.0240993443648929,0.1137117043131172,-1.4500814105584012,917.865756569846,NaN,1377.87,-0.0,1458.18,2.05,NaN,NaN,3.0,2.01,0.46,2.51
3.62,-0.356762310038742,0.0236180672364626,-0.3754483576787514,-0.4205902662317348,822.6106545526799,NaN,1363.77,-0.0,1450.17,-5.02,NaN,NaN,4.46,3.06,0.75,3.04
6.2,0.646098080080069,0.0232106073463731,0.4236949779240118,-1.586714580511079,754.363040789852,1397.59,NaN,NaN,1442.6,-29.74,0.36,0.42,NaN,NaN,2.02,3.86
2.42,-1.2675236901767235,0.0239463622594389,-0.5943386250735823,0.2748192736095889,780.8168567027456,NaN,1385.59,-0.0,1456.45,-14.6,NaN,NaN,3.15,1.5,1.4,3.17
4.78,-0.1737938701020965,0.0231471968459072,0.0846727476094731,-0.7571648853179285,679.3416367118568,1397.57,NaN,NaN,1452.47,-32.49,0.53,0.59,NaN,NaN,2.09,3.64
5.11,0.3509006922968901,0.0231003347876351,0.1455311306252452,-1.3163463785323812,916.4987474179449,NaN,1392.19,0.0,1437.0,-8.69,NaN,NaN,2.21,1.0,1.09,3.95
2.74,0.1946344741692676,0.0242312836105058,0.1388100644924197,-1.1927278016849727,809.8526859907981,NaN,1392.24,0.0,1452.99,-19.12,NaN,NaN,2.36,1.54,1.63,3.55
5.47,0.7724822928340606,0.0236434366316755,0.2029870139385766,-1.6403873846534012,890.210751081734,NaN,1372.22,0.0,1459.77,2.92,NaN,NaN,3.4,2.34,0.55,2.36
4.44,-0.4926582331546525,0.0229821574074996,-0.31473531599193,-0.3604842753700247,776.1813861095875,NaN,1360.63,0.0,1447.52,-1.03,NaN,NaN,5.3,0.66,0.34,3.0
2.86,-0.9580057300396662,0.0233567379718539,-0.5257430477954378,0.0222107104379956,835.097774013812,NaN,1375.1,0.0,1451.15,-3.26,NaN,NaN,3.58,0.13,0.6,2.95
2.76,-0.3659797041935302,0.02272720270847,-0.1091069100592206,-0.6207468369788213,760.458729465493,NaN,1393.32,0.0,1455.25,-22.28,NaN,NaN,2.23,1.61,1.79,3.55
3.37,-0.6041536295040303,0.0236996388378763,-0.3250040455785706,-0.2884595950908251,779.2307468839107,NaN,1374.9,-0.0,1445.07,-4.78,NaN,NaN,3.87,0.54,0.76,3.2
3.16,0.6945411187871046,0.0237988054954285,0.508526637970167,-1.6814115393835172,681.91741625677,NaN,1396.64,0.0,1463.77,-31.34,NaN,NaN,1.39,1.27,2.2,3.71
3.16,-0.1318307061541886,0.0235061536842461,-0.1214430916822228,-0.7912553268252287,826.3190203271129,NaN,1371.31,-0.0,1451.63,-2.29,NaN,NaN,3.86,0.12,0.5,2.89
3.86,-0.3731293296719319,0.0229284081733563,-0.0630633431108118,-0.593590191730994,723.2965981916946,NaN,1397.26,-0.0,1453.9,-30.49,NaN,NaN,1.03,1.02,2.08,3.75
3.05,-0.8334898438780516,0.0242044645993574,-0.4697910495770351,-0.0948008877721015,836.381927822431,NaN,1374.19,-0.0,1450.24,-2.63,NaN,NaN,3.61,0.01,0.54,2.99
7.97,0.9481123449476828,0.0234722003163225,0.5903527430109682,-2.0121902670807086,845.9561752733147,1394.46,1475.45,74.49,1475.45,-74.49,1.35,1.79,3.34,6.3,3.34,6.3
4.01,-0.5115099504181041,0.0241476755738179,-0.1820628666489159,-0.4062920708393156,732.0979752509346,NaN,1393.82,-0.0,1442.97,-19.39,NaN,NaN,2.17,1.68,1.67,3.63
6.03,-1.7255319140250989,0.0229791854835363,-0.9517390884518676,0.7677569947046018,892.199660714868,NaN,1373.26,-0.0,1459.28,0.49,NaN,NaN,3.38,0.67,0.22,2.33
2.74,-0.1193338605552628,0.021907545329306,-0.0123968556497769,-0.7445289855598016,672.5367128522773,NaN,1369.49,-0.0,1449.08,-9.04,NaN,NaN,5.52,1.53,1.06,3.02
2.35,0.0323603159615131,0.0229185449915036,0.1696379957907908,-0.9649486574752826,630.6840240842508,NaN,1388.91,-0.0,1458.22,-20.49,NaN,NaN,3.02,1.98,1.72,3.22
3.24,-0.1880244293343483,0.0235272848629878,0.0236075921497067,-0.7635481483416369,705.7103919256125,NaN,1395.66,-0.0,1452.49,-25.83,NaN,NaN,1.74,1.5,1.92,3.59
3.59,-0.457016250085574,0.0234267643810699,-0.2891012813952842,-0.4502671094644993,833.758924738897,NaN,1374.83,-0.0,1447.39,-1.98,NaN,NaN,3.54,0.13,0.47,3.12
2.29,-0.9230255944229478,0.0239345267093034,-0.4096630166311888,-0.0447419467606943,733.6845101063466,NaN,1379.54,-0.0,1456.12,-13.19,NaN,NaN,3.9,1.59,1.31,3.03
6.46,-0.0450556816029615,0.0232935551882711,-0.1244767027664967,-0.8837665418430334,861.7020884985777,NaN,1365.73,-0.0,1459.13,-0.11,NaN,NaN,3.96,1.08,0.11,2.32
2.38,-0.3444739110123002,0.0234799424696862,-0.1120979507270365,-0.6382552293005775,743.1482764684825,NaN,1384.62,-0.0,1457.33,-15.7,NaN,NaN,3.35,1.66,1.47,3.15
5.09,-0.064338176547907,0.0241644845820696,-0.0275852250675081,-0.9594246419086432,940.6544658787196,NaN,1397.12,0.0,1443.98,-22.71,NaN,NaN,1.11,1.03,1.77,4.3
4.87,0.0802706625647787,0.0226119736154972,0.0925686466504193,-0.9834094568900592,751.4374555281792,NaN,1393.72,-0.0,1438.86,-16.78,NaN,NaN,2.17,1.65,1.57,3.7
4.27,-0.4468945044968637,0.022963077254924,-0.0250702654819515,-0.5677466169078604,687.3532620177139,1397.49,NaN,NaN,1475.86,-41.77,0.69,0.75,NaN,NaN,2.67,4.25
2.58,-0.1654206090702672,0.023715978898472,0.0598389462240386,-0.7512058723705327,643.6244993080193,NaN,1391.17,0.0,1453.99,-20.92,NaN,NaN,2.67,1.88,1.72,3.31
3.57,-1.2594491184622223,0.0231835223010321,-0.4806836850689072,0.3840378951967919,640.5651145602682,NaN,1394.8,-0.0,1448.16,-21.7,NaN,NaN,1.98,1.64,1.74,3.4
4.81,-0.3172031660610845,0.0233470255590575,-0.132753562593368,-0.6907163266590142,886.1029913572561,NaN,1397.15,-0.0,1444.88,-24.83,NaN,NaN,1.1,1.06,1.86,4.15
2.62,-0.9928649358441768,0.0240033877766331,-0.4349056812639156,0.0090981197215307,767.7480131776761,NaN,1391.47,0.0,1453.6,-19.8,NaN,NaN,2.52,1.65,1.67,3.48
3.7,-0.0001516809292974,0.0225122471201493,0.0391610430231961,-0.9814233825187508,824.7069985678129,NaN,1395.48,-0.0,1446.5,-21.39,NaN,NaN,1.75,1.42,1.73,3.81
2.98,0.1301874615615879,0.0233775865780707,0.1513280372945382,-1.0846088484390497,731.1729022713592,NaN,1393.64,0.0,1450.61,-22.01,NaN,NaN,2.19,1.66,1.77,3.55
7.41,-0.5822935729128744,0.0250094207926526,-0.4454482858370219,-0.2623399031679481,887.6801389825555,NaN,1380.1,0.0,1444.51,-2.31,NaN,NaN,2.98,2.03,0.52,3.4
3.0,-0.1173040049020751,0.023324473805181,-0.0662036600942635,-0.8410826974309349,845.1478043170289,NaN,1388.1,0.0,1444.79,-10.04,NaN,NaN,2.72,1.12,1.13,3.5
3.09,-1.730077472604465,0.0232107208977494,-0.9163145960749972,0.8121356683015774,820.3300560125654,NaN,1372.17,-0.0,1450.42,-2.62,NaN,NaN,3.83,0.02,0.54,2.95
3.46,-1.3477875556549606,0.0233658788716257,-0.6403034717729272,0.428567342886187,762.1050195267419,NaN,1388.68,0.0,1443.07,-13.33,NaN,NaN,2.84,1.55,1.35,3.51
3.89,-0.4282315451764888,0.0227548405036847,-0.0679503708219577,-0.5839155424469828,725.0572185123713,NaN,1397.54,-0.0,1467.78,-37.03,NaN,NaN,0.63,0.63,2.45,4.09
6.02,0.7600921031274509,0.0236015080128495,0.3597890266030016,-1.5915711975041495,748.2270687717213,NaN,1376.67,-0.0,1437.62,-4.15,NaN,NaN,3.8,0.63,0.74,3.4
